time_hr,R=1.5__t=1hr,R=1.5__t=3hr,R=1.5__t=5hr,R=1.5__t=7.5hr,R=3.5__t=1hr,R=3.5__t=3hr,R=3.5__t=5hr,R=3.5__t=7.5hr
1e-05,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
0.2605310220440882,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
0.5210520440881763,17.99999999999995,17.99999999999995,17.99999999999995,17.99999999999995,18.0,18.0,18.0,18.0
0.7815730661322645,17.999999999995495,17.999999999995282,17.999999999995282,17.999999999995282,18.0,18.0,18.0,18.0
1.0420940881763527,17.999999999963123,17.999999999954063,17.999999999954056,17.999999999954056,18.0,18.0,18.0,18.0
1.3026151102204409,17.99999999982014,17.999999999755147,17.99999999975345,17.99999999975345,17.999999999999886,17.999999999999872,17.999999999999872,17.999999999999872
1.5631361322645292,17.999999993747522,17.999999993545686,17.999999993519623,17.99999999351948,17.999999999999183,17.99999999999897,17.999999999998963,17.999999999998963
1.8236571543086173,17.999999848964876,17.999999848568365,17.999999848449754,17.999999848442258,17.999999999996824,17.999999999995346,17.999999999995282,17.999999999995282
2.0841781763527054,17.99999830921665,17.999998308617492,17.999998308329353,17.99999830826981,17.999999999991616,17.99999999998589,17.999999999985313,17.999999999985306
2.3446991983967935,17.999988885945335,17.99998888501689,17.99998888452454,17.999988884321453,17.999999999982762,17.999999999967486,17.999999999964544,17.999999999964366
2.6052202204408816,17.9999497590319,17.99994974723881,17.999949746554634,17.99994974612501,17.999999999969532,17.999999999937714,17.99999999992834,17.999999999926985
2.8657412424849698,17.99982724500188,17.999827010953865,17.99982701011625,17.999827009433787,17.9999999999415,17.99999999988583,17.99999999986379,17.999999999858225
3.1262622645290583,17.999517151985103,17.999514787309167,17.99951478636607,17.99951478545539,17.99999999979437,17.99999999970843,17.999999999666407,17.999999999650754
3.3867832865731464,17.998852207297247,17.998837707352976,17.998837706347103,17.998837705263703,17.99999999884747,17.999999998726466,17.999999998657444,17.99999999862348
3.6473043086172345,17.997603327633776,17.99754095602114,17.997540955001668,17.997540953792758,17.999999993861657,17.999999993701685,17.999999993599943,17.99999999353856
3.9078253306613226,17.99549712469613,17.99529021873377,17.99529021768346,17.995290216428927,17.99999997282106,17.999999972603796,17.999999972465517,17.99999997236833
4.16834635270541,17.99224530219019,17.991681122911444,17.991681121894793,17.991681120602394,17.9999998992909,17.999999898853886,17.999999898677217,17.99999989853773
4.428867374749498,17.98757781268953,17.986255847334405,17.986255845508964,17.986255844207506,17.99999967969167,17.99999967797983,17.999999677764684,17.999999677578785
4.6893883967935865,17.981271994332182,17.978523839816646,17.978523806584192,17.97852380523561,17.999999104788984,17.999999096679957,17.99999909642773,17.99999909619372
4.949909418837675,17.973172811556736,17.967984002990747,17.9679834752655,17.96798347401098,17.999997758491503,17.999997724282558,17.99999772399569,17.999997723714003
5.210430440881763,17.963202669402733,17.95414743008469,17.954142980332975,17.954142978867154,17.99999489210461,17.999994769015572,17.999994768697235,17.999994768369973
5.470951462925851,17.95136177284246,17.936561968954315,17.936537949178515,17.936537948399717,17.99998926949325,17.999988886073524,17.999988885727177,17.999988885357723
5.731472484969939,17.93772132108542,17.91483995490156,17.914745758638603,17.9147457585196,17.9999789960914,17.999977940263015,17.999977939889476,17.999977939481894
5.991993507014027,17.922412167697907,17.888687543002945,17.88839595827187,17.888395957561286,17.99996135015691,17.999958731862264,17.99995873142774,17.999958730986563
6.252514529058116,17.90561131524531,17.857930934863617,17.857177002327518,17.85717700145532,17.999932636671538,17.99992669927036,17.999926698469295,17.9999266979992
