time_hr,R=1.5__t=1hr,R=1.5__t=3hr,R=1.5__t=5hr,R=1.5__t=7.5hr,R=3.5__t=1hr,R=3.5__t=3hr,R=3.5__t=5hr,R=3.5__t=7.5hr
1e-05,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
0.2605310220440882,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
0.5210520440881763,10.999999999999972,10.999999999999972,10.999999999999972,10.999999999999972,11.0,11.0,11.0,11.0
0.7815730661322645,10.99999999999725,10.999999999997122,10.999999999997122,10.999999999997122,11.0,11.0,11.0,11.0
1.0420940881763527,10.999999999977469,10.99999999997194,10.999999999971934,10.999999999971934,10.999999999999996,10.999999999999996,10.999999999999996,10.999999999999996
1.3026151102204409,10.999999999890125,10.99999999985042,10.999999999849383,10.999999999849383,10.999999999999929,10.999999999999922,10.999999999999922,10.999999999999922
1.5631361322645292,10.999999996180392,10.999999996057092,10.999999996041169,10.999999996041083,10.999999999999503,10.999999999999368,10.999999999999368,10.999999999999368
1.8236571543086173,10.999999907733407,10.99999990749118,10.999999907418719,10.99999990741414,10.99999999999806,10.999999999997158,10.999999999997122,10.999999999997122
2.0841781763527054,10.999998967109,10.999998966742979,10.999998966566956,10.999998966530583,10.999999999994877,10.999999999991381,10.999999999991026,10.999999999991019
2.3446991983967935,10.999993210480223,10.999993209913043,10.999993209612263,10.999993209488206,10.99999999998947,10.999999999980137,10.999999999978343,10.999999999978229
2.6052202204408816,10.999969308046726,10.999969300842402,10.999969300424421,10.999969300161972,10.99999999998139,10.99999999996195,10.999999999956223,10.9999999999554
2.8657412424849698,10.999894464845497,10.999894321866769,10.999894321355043,10.99989432093814,10.999999999964267,10.999999999930253,10.999999999916788,10.999999999913392
3.1262622645290583,10.999705030590121,10.999703586021585,10.999703585445381,10.99970358488909,10.999999999874383,10.999999999821881,10.99999999979621,10.999999999786652
3.3867832865731464,10.999298819243862,10.999289961301294,10.999289960686973,10.999289960024818,10.999999999295923,10.999999999222009,10.999999999179842,10.99999999915909
3.6473043086172345,10.998535884974658,10.998497782472057,10.998497781848958,10.998497781110746,10.999999996250118,10.99999999615239,10.999999996090239,10.99999999605274
3.9078253306613226,10.99724921625414,10.997122818448105,10.99712281780667,10.997122817040022,10.999999983396528,10.999999983263798,10.999999983179322,10.999999983119956
4.16834635270541,10.995262694333924,10.994918040066707,10.994918039445587,10.994918038656039,10.99999993847732,10.999999938210351,10.999999938102423,10.999999938017211
4.428867374749498,10.992411348607781,10.991603766659573,10.991603765544276,10.991603764748891,10.999999804325263,10.999999803279508,10.999999803148075,10.999999803034513
4.6893883967935865,10.988559156070632,10.986880322377921,10.986880302076834,10.986880301252555,10.999999453120118,10.999999448166356,10.999999448012268,10.999999447869314
4.949909418837675,10.983611406281653,10.980441589376351,10.980441266991207,10.980441266222897,10.999998630673797,10.999998609775723,10.999998609600482,10.999998609428395
5.210430440881763,10.977520696872112,10.971988896977429,10.97198617864921,10.971986177751582,10.999996879612542,10.999996804418075,10.999996804223603,10.99999680402368
5.470951462925851,10.970287153059466,10.961246027725725,10.961231354167289,10.96123135369124,10.999993444787705,10.999993210558536,10.99999321034695,10.999993210121254
5.731472484969939,10.961954270079396,10.947976159221124,10.947918615198159,10.947918615125825,10.999987168818485,10.999986523818265,10.999986523590064,10.999986523341079
5.991993507014027,10.952601985713379,10.931999783080208,10.931821655442043,10.931821655008015,10.99997638900636,10.999974789503405,10.99997478923796,10.999974788968451
6.252514529058116,10.942338429933116,10.913210726745227,10.912750153170013,10.91275015263215,10.99995884808338,10.999955220955052,10.99995522046569,10.9999552201785
6.513035551102204,10.93129147143102,10.8915870208156,10.890551885972833,10.8905518825303,10.999931630190975,10.99992401418929,10.99992401237149,10.999924012069418
6.773556573146292,10.919600823725872,10.86719455842065,10.865113214618255,10.865113155578818,10.999891130579535,10.99987617069469,10.999876162599776,10.99987616228615
7.0340775951903804,10.907411158234275,10.840183297605847,10.836358621232474,10.836357932686006,10.99983306356242,10.999805341086066,10.999805308879523,10.999805308557569
7.294598617234469,10.894866427474092,10.810777246743154,10.804250795064906,10.804245907489133,10.999752509095686,10.999703702638723,10.999703592437747,10.999703592106652
