,Cb = 0 mg/L,Cb = 2.3 mg/L,Cb = 4.6 mg/L,Cb = 6.9 mg/L,Time (hr)
0,0.0,0.0,0.0,0.0,1e-05
1,9.489551864305668e-07,6.371556255935218e-07,3.253560638682984e-07,1.3556502587164232e-08,1.2244995918367347
2,0.0026757814691507065,0.0017965961293100463,0.0009174107894196482,3.822544955767171e-05,2.4489891836734694
3,0.03892000494579406,0.02613200332211818,0.013344001696054875,0.0005560000706594792,3.6734787755102043
4,0.13145432432429516,0.08826218918602535,0.04507005405230302,0.0018779189189217504,4.897968367346938
5,0.2380379630903917,0.1598254895034188,0.08161301591917436,0.003400542329899281,6.122457959183673
6,0.32251344652468106,0.21654474266870238,0.11057603881272371,0.004607334950662789,7.346947551020408
7,0.3764472297625616,0.2527574256891967,0.12906762162856467,0.005377817568046339,8.571437142857143
8,0.4041643964810646,0.2713675233608228,0.1385706502260291,0.005773777092713317,9.795926734693877
9,0.41273193760571303,0.27712001528198016,0.14150809289640165,0.00589617053742586,11.020416326530611
10,0.4084131066920236,0.274220228784543,0.14002735087342444,0.005834472953097247,12.244905918367346
11,0.395921302428178,0.26583287448011106,0.13574444653568207,0.005656018605805002,13.46939551020408
12,0.37856646945510875,0.25418034375979914,0.12979421809541236,0.005408092420168487,14.693885102040817
13,0.35859029374842066,0.2407677687042451,0.12294524357821501,0.0051227184824256256,15.918374693877551
14,0.3374751584560727,0.22659046355329338,0.11570576861686277,0.004821073692710343,17.142864285714285
15,0.31618067751333,0.2122927406217059,0.10840480371734884,0.00451686682174568,18.367353877551018
16,0.2953123957886419,0.1982811800098716,0.10124996426020516,0.0042187485107660905,19.591843469387754
17,0.2752383601437032,0.1848028989534214,0.09436743777769152,0.003931976572971507,20.81633306122449
18,0.2561684996144322,0.1719988497243321,0.08782919985151239,0.0036595499944667154,22.040822653061223
19,0.23820832499768585,0.15993987535148335,0.08167142570073338,0.0034029760711007384,23.26531224489796
20,0.22139515520393616,0.14865103286683734,0.07590691036602948,0.0031627879343147924,24.489801836734692
21,0.20572252122838108,0.1381279784709477,0.07053343579991633,0.0029388931584719558,25.71429142857143
22,0.1911565906029864,0.12834799639495031,0.06553940245521517,0.0027308084353023787,26.93878102040816
23,0.17764718623948283,0.11927739678412763,0.06090760683537155,0.0025378169462157985,28.163270612244897
24,0.16513515775113774,0.11087646301893983,0.05661776833994736,0.0023590736825553904,29.387760204081633
25,0.1535572518241679,0.10310272631522821,0.052648200634394016,0.002193675014808605,30.612249795918366
26,0.14284931728980155,0.09591311334679631,0.04897690853795211,0.002040704494362444,31.836739387755102
27,0.13294834171210823,0.08926531526594772,0.045582288633340795,0.0018992620262565652,33.06122897959184
28,0.12379372834129754,0.0831186462273763,0.042443564000677725,0.0017684818326131335,34.285718571428575
29,0.11532802769215778,0.07743453277180379,0.03954103807245701,0.0016475432504847731,35.51020816326531
30,0.1074973242739361,0.07217677502649167,0.03685622553302892,0.0015356760665810043,36.73469775510204
31,0.10025139068329736,0.06731164799020917,0.034371905284842796,0.0014321627244981983,37.959187346938776
32,0.09354367595460644,0.06280789692755206,0.032072117418465496,0.0013363381802378171,39.18367693877551
33,0.08733119736916706,0.05863666101822673,0.029942124802573744,0.001247588533601629,40.40816653061225
34,0.08157439216392959,0.054771377442193625,0.027968362966248606,0.0011653484663014524,41.632656122448985
35,0.07623690272430395,0.05118763475684318,0.02613836663613256,0.0010890986080767107,42.857145714285714
36,0.07128537382595823,0.04786303677246906,0.024440699532306098,0.0010183624837338812,44.08163530612245
37,0.06668922694461799,0.04477705222370787,0.022864877777692527,0.0009527032417011583,45.30612489795919
38,0.06242044812643144,0.041910873249889846,0.021401296699195882,0.0008917207060719079,46.53061448979592
39,0.058453385891880316,0.039247272226475616,0.0200411603534576,0.000835048354595358,47.75510408163265
40,0.054764537505889166,0.036770475061530306,0.018776412738361614,0.0007823505301161049,48.97959367346939
41,0.05133238822008934,0.03446603208749366,0.017599676058352998,0.0007333198331807012,50.204083265306124
42,0.048137226131075295,0.03232070901640327,0.016504191845797322,0.0006876746564259406,51.42857285714286
43,0.045160983530877274,0.030322374556590148,0.015483765762155599,0.0006451569054135575,52.6530624489796
44,0.0423871014040742,0.028459910951596612,0.014532720511283514,0.0006055300217227,53.877552040816326
45,0.039800388667572406,0.026723118155587144,0.013645847573911851,0.0005685769869145929,55.10204163265306
46,0.03738690514546761,0.025102636300289305,0.01281836738542097,0.0005340986534179137,56.3265312244898
47,0.03513385150426984,0.023589871758758818,0.012045891966408817,0.0005019121670173377,57.551020816326535
48,0.033029465065737895,0.022176926793918028,0.011324388744355929,0.00047184951151280075,58.77551040816327
49,0.03106293909240776,0.020856544783100617,0.010650150965830107,0.000443756270350093,60.0
