,Time (hr),Conservative,Rf = 1.5,Rf = 3
0,1e-05,0.0,-0.0,-0.0
1,2.6530710204081633,0.00031075847627867607,0.00019987860321357687,1.0887601504805389e-07
2,5.306132040816326,0.026648673055733523,0.012161330309849205,0.00019987561932310882
3,7.959193061224489,0.11241505294205385,0.05923157753962016,0.0028505694111089497
4,10.612254081632653,0.19201894781695694,0.12273470236983144,0.01185630009619416
5,13.265315102040816,0.20897357778561337,0.16159727999128534,0.027521415189315945
6,15.91837612244898,0.18991854742338804,0.1692731964633424,0.045855851483592856
7,18.571437142857143,0.16135596243244696,0.15811944797540461,0.0624530530626032
8,21.224498163265306,0.1342110301137914,0.13933784165445856,0.0748070416781772
9,23.87755918367347,0.11145862068818782,0.11927090811226648,0.08236184673182265
10,26.530620204081632,0.0931710938622304,0.1007886463065443,0.08567751243747637
11,29.183681224489796,0.07861054359384331,0.08487918018453655,0.08571503433751033
12,31.83674224489796,0.06696046354306288,0.07164225809141485,0.08344330231230543
13,34.48980326530612,0.05753525413309164,0.060813514332032526,0.07967872051944873
14,37.14286428571429,0.04980940309958376,0.05201751186561161,0.0750479461114594
15,39.795925306122456,0.043393723545975385,0.04487997548419642,0.07000373713523729
16,42.448986326530616,0.03800263141611952,0.03907111010246069,0.0648578995248208
17,45.102047346938775,0.03342572126021683,0.03431698472391531,0.05981532119105033
18,47.75510836734694,0.029506169656981943,0.030397214920601812,0.055003159797590226
19,50.40816938775511,0.026125247395639397,0.027137659935448255,0.05049382544018215
20,53.06123040816327,0.023191476964146723,0.024402082469352493,0.04632222351112425
21,55.71429142857143,0.020633113172653535,0.022084418362900492,0.042498297271336936
22,58.367352448979595,0.018392912016511703,0.020102210643488404,0.03901594977046265
23,61.02041346938776,0.01642450144846265,0.018391293559706413,0.03585927103583515
24,63.67347448979592,0.014689793318659777,0.016901591970554363,0.03300681324040866
25,66.32653551020408,0.013157129875980644,0.01559386430198515,0.03043446667916925
26,68.97959653061224,0.01179995195229173,0.01443718560498226,0.028117353177387373
27,71.63265755102042,0.010595758507062984,0.013407038430956674,0.026031030607029493
28,74.28571857142857,0.00952538701295566,0.012483844065989302,0.024152227384351122
29,76.93877959183673,0.008572402584423959,0.01165184954333114,0.022459252488555494
30,79.59184061224491,0.0077226486464887474,0.010898273683243077,0.02093219249740841
31,82.24490163265307,0.0069638761174918035,0.010212669068681634,0.01955296566128979
32,84.89796265306123,0.006285450998295717,0.009586412455321991,0.018305289026124428
33,87.55102367346939,0.00567811373513174,0.009012333893364399,0.0171745879541092
34,90.20408469387755,0.005133776545472012,0.008484416569513797,0.016147879136948973
35,92.85714571428572,0.004645360689675181,0.007997573521527811,0.01521363642687632
36,95.51020673469388,0.0042066563092577345,0.0075474676547166554,0.014361653428538545
37,98.16326775510204,0.0038122030916683805,0.007130374916548022,0.013582910124581815
38,100.81632877551021,0.003457194822216178,0.006743075290502531,0.012869444532373108
39,103.46938979591837,0.0031373893436381496,0.00638276458088356,0.012214235241581762
40,106.12245081632653,0.0028490399195274176,0.006046987524540271,0.0116110926864593
41,108.7755118367347,0.002588829174290605,0.005733581783645292,0.011054559789042883
42,111.42857285714285,0.0023538181640932704,0.005440632788922528,0.010539827150012115
43,114.08163387755103,0.0021413987469401465,0.005166437939957547,0.010062651289112523
44,116.73469489795919,0.0019492525215558253,0.004909476179364702,0.009619286924603187
45,119.38775591836735,0.0017753174443600696,0.004668383140455745,0.0092064269677806
46,122.04081693877552,0.0016177561658403269,0.00444193151353609,0.008821145129364539
47,124.69387795918368,0.0014749296264678666,0.004229013164765405,0.008460852028962051
48,127.34693897959184,0.0013453751952663046,0.004028624632511324,0.008123251588405368
49,130.0,0.0012277846402865506,0.0038398540879555298,0.007806305999717722
