,Time (hr),Single Poro,Dual Poro,Dual Poro Diff
0,0.01,0.0,0.0,0.0
1,1.2342857142857144,3.4050939845542416e-10,3.9114489425173815e-11,1.6929080359773252e-10
2,2.4585714285714286,3.471895625084542e-05,4.087937013785847e-06,1.730970918245589e-05
3,3.6828571428571433,0.0018259910181370742,0.00022409267262268884,0.0009155081340708193
4,4.9071428571428575,0.012768451636702594,0.0016327213020446152,0.006440909137154449
5,6.131428571428572,0.03702914445602801,0.004941036325249115,0.01880753627415288
6,7.355714285714287,0.06905188426935638,0.009618470261330003,0.035335832487362495
7,8.58,0.10132327299561439,0.014727271038850631,0.05226567496220014
8,9.804285714285715,0.1292158228061453,0.01958457801538316,0.06721629108687921
9,11.02857142857143,0.15099221221862535,0.02384551154023029,0.07923726062563219
10,12.252857142857144,0.16661932478564268,0.027396789168506075,0.0882404631247482
11,13.477142857142859,0.1768290954605618,0.030250531746332854,0.09453775946803944
12,14.701428571428574,0.18258747048093937,0.0324755859483048,0.09857472474595852
13,15.925714285714287,0.18484171514137415,0.0341597354181431,0.10080101542098419
14,17.150000000000002,0.1844202297306765,0.03539099348427044,0.10161677560518001
15,18.37428571428572,0.18200679360052163,0.03624940970303214,0.10135681974588806
16,19.598571428571432,0.17814742338305223,0.03680428028837923,0.10029182017296989
17,20.822857142857146,0.17326917698483157,0.03711395625578007,0.09863608368141286
18,22.047142857142862,0.16770137774983596,0.03722678106578314,0.09655701819428941
19,23.271428571428576,0.16169527552301588,0.03718242021432161,0.09418417193683126
20,24.49571428571429,0.15544079286155466,0.03701323151972247,0.09161706917439005
21,25.720000000000006,0.14908018484857166,0.03674552267057152,0.08893168013491959
22,26.94428571428572,0.1427189061359968,0.03640064273031385,0.08618561850471451
23,28.168571428571433,0.13643413624777168,0.03599589959867444,0.08342225380602031
24,29.39285714285715,0.13028140628193796,0.035545318185540964,0.08067393153851299
25,30.617142857142863,0.12429972592963168,0.035060259745478106,0.07796448403223621
26,31.841428571428576,0.1185155337325341,0.03454992496062914,0.07531117896360229
27,33.065714285714286,0.11294574252679013,0.03402176099962162,0.07272623231710895
28,34.29,0.10760007755379775,0.03348179058502865,0.07021798116420541
29,35.51428571428572,0.10248287700323999,0.032934877845946176,0.0677917919929314
30,36.73857142857143,0.09759447259420995,0.032384943284796464,0.06545076547718054
31,37.962857142857146,0.09293225280725892,0.03183513781596048,0.06319628466826543
32,39.18714285714286,0.08849147630189691,0.031287983956190146,0.061028438558878406
33,40.41142857142857,0.08426589762257208,0.030745490255640107,0.05894635063896203
34,41.635714285714286,0.08024824242602335,0.030209244902835053,0.05694843602759647
35,42.86,0.07643057253972074,0.02968049149694707,0.0550325983986113
36,44.08428571428572,0.07280456269927527,0.029160191422761272,0.05319638375658542
37,45.30857142857143,0.06936170614699222,0.028649074720760836,0.0514370987930306
38,46.53285714285715,0.06609347345874994,0.02814768198254569,0.04975190093591664
39,47.75714285714286,0.06299142684383696,0.02765639830181499,0.04813786960994548
40,48.98142857142857,0.060047303357805504,0.027175482196298617,0.04659205929874588
41,50.205714285714286,0.05725307400780366,0.026705087994059795,0.04511153658677358
42,51.43000000000001,0.05460098735647989,0.026245285995173617,0.043693413705113926
43,52.65428571428572,0.052083594090618135,0.025796077985205557,0.0423348688113947
44,53.87857142857143,0.04969376397275482,0.02535741005726777,0.041033160685401526
45,55.10285714285715,0.047424693673292495,0.0249291842119419,0.039785640767149744
46,56.32714285714286,0.045269906455814635,0.024511266640047324,0.03858975963703415
47,57.55142857142857,0.0432232519228819,0.024103495813960762,0.0374430709562148
48,58.775714285714294,0.04127889702840548,0.023705688267455116,0.036343234002742975
49,60.0,0.03943131677033307,0.02331764405357717,0.035288013065382984
