,RELAP Time (hr),RELAP First Component (mg/L),RELAP Second Component (mg/L),RELAP Combined (mg/L)
151,39.338684328657315,0.0038757213915612625,0.08104265869085304,0.08491838008241431
152,39.5992053507014,0.003713383307092379,0.08011198972761077,0.08382537303470315
153,39.85972637274549,0.003557899616277901,0.07919225729244567,0.08275015690872357
154,40.12024739478958,0.003408972501936585,0.07828335836865417,0.08169233087059076
155,40.38076841683367,0.0032663263287894062,0.077385191535895,0.08065151786468441
156,40.641289438877756,0.0031296932374513457,0.0764976533231639,0.07962734656061524
157,40.901810460921844,0.0029988196849069053,0.07562063892121974,0.07861945860612665
158,41.16233148296593,0.002873462307170216,0.0747540449313334,0.07762750723850362
159,41.42285250501002,0.0027533851004316176,0.07389776668135703,0.07665115178178865
160,41.68337352705411,0.0026383656387709105,0.0730516973515394,0.07569006299031031
161,41.9438945490982,0.002528189173055517,0.07221573164965807,0.07474392082271358
162,42.204415571142285,0.0024226496137751932,0.07138976418712381,0.07381241380089901
163,42.46493659318637,0.002321551364772534,0.07057368874819883,0.07289524011297137
164,42.72545761523046,0.0022247067715212517,0.06976739955595855,0.07199210632747981
165,42.98597863727455,0.002131934660624303,0.06897079046579306,0.07110272512641737
166,43.24649965931864,0.0020430600388420153,0.06818375553901922,0.07022681557786123
167,43.507020681362725,0.001957927852316211,0.06740618986429296,0.06936411771660918
168,43.76754170340681,0.0018763669423278806,0.06663798719490147,0.06851435413722935
169,44.0280627254509,0.0017982323875707091,0.06587904324703223,0.06767727563460293
170,44.28858374749499,0.0017233779583913646,0.06512925350914879,0.06685263146754016
171,44.54910476953908,0.0016516666760593179,0.06438851334294642,0.06604018001900573
172,44.809625791583166,0.0015829641300660001,0.06365671980399668,0.06523968393406268
173,45.070146813627254,0.0015171432617659554,0.06293376857177592,0.06445091183354187
174,45.33066783567134,0.0014540828129557257,0.06221955775443376,0.06367364056738949
175,45.59118885771543,0.001393664859571293,0.061513986156484825,0.06290765101605612
176,45.85170987975952,0.0013357783863929896,0.06081695161476026,0.06215273000115325
177,46.112230901803606,0.0012803171004492433,0.06012835314543752,0.06140867024588676
178,46.372751923847694,0.0012271774991663403,0.05944809124805474,0.06067526874722108
179,46.63327294589178,0.0011762626352774036,0.0587760663860125,0.059952329021289906
180,46.89379396793587,0.001127475671622098,0.058112180285231456,0.05923965595685356
181,47.15431498997996,0.0010807342155173636,0.057456335203370575,0.058537069418887935
182,47.41483601202405,0.0010359445204693452,0.05680843434454868,0.057844378865018024
183,47.675357034068135,0.0009930278797715306,0.05616838115093357,0.0571614090307051
184,47.93587805611222,0.0009519031709966812,0.055536080066219635,0.056487983237216315
185,48.19639907815631,0.0009124961456825915,0.054911437759142305,0.055823933904824895
186,48.4569201002004,0.000874734592820907,0.054294359802264415,0.05516909439508532
187,48.71744112224449,0.0008385482350798707,0.05368475341957782,0.05452330165465769
188,48.977962144288576,0.0008038723389448592,0.053082527194534865,0.05388639953347973
189,49.238483166332664,0.0007706433634737033,0.05248758986316869,0.053258233226642394
190,49.49900418837675,0.0007388001620114469,0.051899851278335025,0.05263865144034647
191,49.75952521042084,0.0007082827324023794,0.05131922196401569,0.05202750469641807
192,50.020046232464935,0.00067903545405413,0.0507456156902629,0.05142465114431703
193,50.28056725450902,0.0006510066133826731,0.05017894128775579,0.05082994790113846
194,50.54108827655311,0.0006241454750308039,0.0496191153624844,0.05024326083751521
195,50.8016092985972,0.0005984018869593238,0.04906605152446322,0.049664453411422546
196,51.06213032064129,0.0005737283455482346,0.0485196649531092,0.04909339329865743
197,51.322651342685376,0.000550082971863675,0.047979872111583007,0.04852995508344668
198,51.583172364729464,0.0005274176409184297,0.0474465910330214,0.04797400867393983
199,51.84369338677355,0.0005056971219202988,0.04691973847943691,0.04742543560135721
200,52.10421440881764,0.00048487493719243796,0.04639923402812985,0.04688410896532229
201,52.36473543086173,0.0004649199106973864,0.045884997758311064,0.04634991766900845
202,52.625256452905816,0.00044579199657576957,0.04537695194956709,0.04582274394614286
203,52.885777474949904,0.0004274570947214566,0.04487501582413242,0.04530247291885388
204,53.14629849699399,0.00040988524812020144,0.04437911379657753,0.044788999044697735
205,53.40681951903808,0.00039303840820225825,0.04388916905050152,0.04428220745870377
206,53.66734054108217,0.00037689126534687096,0.0434051062976059,0.04378199756295277
207,53.92786156312626,0.0003614126855229066,0.042926851313642475,0.04328826399916538
208,54.188382585170345,0.0003465754824543446,0.04245432937646783,0.04280090485892217
209,54.44890360721443,0.0003323524537165549,0.04198746882071699,0.04231982127443354
210,54.70942462925852,0.0003187175314519964,0.041526197456169985,0.04184491498762198
211,54.96994565130261,0.000305646055440213,0.041070443887059514,0.04137608994249973
212,55.2304666733467,0.00029311638318820475,0.040620138269812374,0.04091325465300058
213,55.490987695390785,0.00028110333948077004,0.04017521168494434,0.04045631502442511
214,55.751508717434874,0.00026958780111296205,0.0397355952376365,0.04000518303874946
215,56.01202973947896,0.0002585459477494663,0.039301221018248594,0.03955976696599806
216,56.27255076152305,0.0002479617152421067,0.038872023790459176,0.03911998550570128
217,56.53307178356714,0.00023781480490413847,0.03844793547512562,0.03868575028002976
218,56.793592805611226,0.00022808432712621653,0.038028892554468105,0.03825697688159432
219,57.054113827655314,0.0002187567660915736,0.03761483070478191,0.03783358747087348
220,57.3146348496994,0.0002098129904081226,0.03720568658639372,0.03741549957680184
221,57.57515587174349,0.00020123770353769858,0.036801396429421235,0.037002634132958935
222,57.83567689378758,0.0001930164363104002,0.036401899104891874,0.036594915541202276
223,58.09619791583167,0.00018513363108126285,0.03600713514902876,0.03619226878011002
224,58.356718937875755,0.00017757518858168463,0.03561704204902032,0.035794617237602
225,58.61723995991984,0.0001703278137262378,0.03523156146336158,0.03540188927708782
226,58.87776098196393,0.00016337825804502504,0.03485063459624688,0.0350140128542919
227,59.13828200400802,0.00015671483178421458,0.03447420328255693,0.034630918114341144
228,59.39880302605211,0.00015032503846931176,0.03410220981290723,0.03425253485137654
229,59.659324048096195,0.00014419770506262912,0.03373459958058068,0.03387879728564331
230,59.91984507014028,0.0001383220273584647,0.033371315511181256,0.03350963753853972
231,60.18036609218437,0.00013268807100329106,0.033012302763384564,0.03314499083438786
232,60.44088711422846,0.00012728484636842147,0.032657506698638025,0.03278479154500644
233,60.70140813627255,0.0001221031207238252,0.03230687439463624,0.032428977515360065
234,60.961929158316636,0.00011713397398327014,0.031960353418078055,0.03207748739206132
235,61.222450180360724,0.00011236995479283196,0.03161789063786329,0.03173026059265612
236,61.48297120240481,0.00010779987263317933,0.03127943535701438,0.03138723522964756
237,61.7434922244489,0.00010341746780703644,0.030944936094999737,0.031048353562806774
238,62.00401324649299,9.921528696486355e-05,0.030614344184567925,0.03071355947153279
239,62.264534268537076,9.518324190180857e-05,0.03028760621240165,0.03038278945430346
240,62.525055290581165,9.131815846880078e-05,0.029964680256926834,0.030055998415395635
241,62.78557631262525,8.761034283908188e-05,0.02964551261314448,0.02973312295598356
242,63.04609733466934,8.405539816533751e-05,0.029330057082055664,0.029414112480221
243,63.30661835671343,8.064406939249102e-05,0.02901826752603797,0.02909891159543046
244,63.56713937875752,7.737466224038969e-05,0.028710096835196593,0.028787471497436982
245,63.827660400801605,7.423497305535502e-05,0.028405500316837785,0.02847973528989314
246,64.0881814228457,7.122550681010187e-05,0.028104432228844612,0.028175657735654714
247,64.34870244488978,6.833956513538801e-05,0.027806847974029717,0.027875187539165104
248,64.60922346693387,6.557066011740004e-05,0.02751270453321243,0.02757827519332983
249,64.86974448897796,6.29139087376666e-05,0.027221957487025134,0.0272848713957628
250,65.13026551102205,6.036715698317484e-05,0.026934565281579045,0.02699493243856222
251,65.39078653306613,5.792412742506107e-05,0.026650485385550513,0.026708409512975574
252,65.65130755511022,5.5580802316034884e-05,0.02636967608587343,0.026425256888189468
253,65.91182857715431,5.3332549377982854e-05,0.026092096564890054,0.026145429114268037
254,66.1723495991984,5.117517053069572e-05,0.025817706285725713,0.025868881456256407
255,66.43287062124249,4.910582194472742e-05,0.02554646466074109,0.02559557048268582
256,66.69339164328657,4.712199039693767e-05,0.025278333581448015,0.025325455571844954
257,66.95391266533066,4.521785733587178e-05,0.02501327399863459,0.025058491855970463
258,67.21443368737475,4.339108059353328e-05,0.024751246541866202,0.024794637622459734
259,67.47495470941884,4.1639231378962965e-05,0.024492214230089106,0.02453385346146807
260,67.73547573146293,3.995844734538839e-05,0.024236139297835108,0.024276097745180497
261,67.99599675350701,3.834567280405005e-05,0.02398298539158202,0.02402133106438607
262,68.2565177755511,3.679805147586597e-05,0.023732715959624683,0.02376951401110055
263,68.51703879759519,3.531549651056219e-05,0.023485294883048218,0.02352061037955878
264,68.77755981963928,3.389117365696722e-05,0.02324068716062077,0.023274578334277738
265,69.03808084168337,3.252476167872127e-05,0.0229988574205571,0.023031382182235823
266,69.29860186372746,3.12146848727546e-05,0.02275977186936547,0.022790986554238224
267,69.55912288577154,2.9955928446013258e-05,0.02252339557063217,0.022553351499078184
268,69.81964390781563,2.8749948019572172e-05,0.02228969626355677,0.022318446211576342
269,70.08016492985972,2.759256204953996e-05,0.02205864025502962,0.02208623281707916
270,70.34068595190381,2.6482171407325916e-05,0.021830194760255703,0.02185667693166303
271,70.6012069739479,2.541621074401209e-05,0.02160432711719298,0.021629743327936993
272,70.86172799599198,2.4393751927842492e-05,0.021381006520007906,0.02140540027193575
273,71.12224901803607,2.3413014866543507e-05,0.02116020227816295,0.021183615293029492
274,71.38277004008016,2.247117398641764e-05,0.020941879827518616,0.020964351001505035
275,71.64329106212425,2.1568526664837935e-05,0.02072601267609055,0.020747581202755386
276,71.90381208416834,2.0701444940133755e-05,0.02051256943898388,0.020533270883924013
277,72.16433310621242,1.986984761086277e-05,0.020301519564188374,0.020321389411799236
278,72.42485412825651,1.9071453369723973e-05,0.02009283497970538,0.020111906433075102
279,72.6853751503006,1.830548198158471e-05,0.019886485068706515,0.0199047905506881
280,72.94589617234469,1.7570978126232363e-05,0.019682442836149686,0.019700013814275916
281,73.20641719438878,1.686525829948746e-05,0.019480679998373402,0.01949754525667289
282,73.46693821643287,1.618859147974391e-05,0.019281167319233412,0.019297355910713156
283,73.72745923847695,1.5539969458387176e-05,0.01908387915181928,0.019099419121277668
284,73.98798026052104,1.4916851121878011e-05,0.01888878700568238,0.018903703856804257
285,74.24850128256513,1.4318734768421546e-05,0.01869586474892331,0.01871018348369173
286,74.50902230460922,1.3744787378626511e-05,0.018505086182530057,0.018518830969908685
287,74.7695433266533,1.3194313694858666e-05,0.018316425838272338,0.018329620151967197
288,75.0300643486974,1.2665756827250569e-05,0.018129856222352407,0.01814252197917966
289,75.29058537074148,1.2158441023144266e-05,0.017945353244069238,0.01795751168509238
290,75.55110639278557,1.1672092079923706e-05,0.017762892239683394,0.017774564331763318
291,75.81162741482966,1.1205848729857276e-05,0.017582447546079898,0.017593653394809755
292,76.07214843687375,1.0756382445928804e-05,0.01740399550950668,0.017414751891952608
293,76.33266945891783,1.0326274578225114e-05,0.01722751185642388,0.017237838131002107
294,76.59319048096192,9.913292472248426e-06,0.017052972985564928,0.017062886278037176
295,76.85371150300601,9.515851167490612e-06,0.0168803553362463,0.016889871187413794
296,77.1142325250501,9.1355915273596e-06,0.016709634850319458,0.016718770441846817
297,77.37475354709419,8.77103729630024e-06,0.016540791567663526,0.016549562604959826
298,77.63527456913828,8.419798319784021e-06,0.016373800163164413,0.016382219961484198
299,77.89579559118236,8.08418363380176e-06,0.016208639509974396,0.016216723693608198
300,78.15631661322645,7.76118876579871e-06,0.016045287260455978,0.016053048449221778
301,78.41683763527054,7.4516568202568625e-06,0.01588372233264658,0.015891173989466836
302,78.67735865731463,7.15412372540453e-06,0.015723922701708862,0.015731076825434266
303,78.93787967935872,6.869033534137262e-06,0.01556586812214998,0.015572737155684116
304,79.1984007014028,6.595107780533921e-06,0.015409537959854934,0.015416133067635469
305,79.45892172344689,6.330771975573383e-06,0.015254910315177216,0.015261241087152789
306,79.71944274549098,6.08000844240352e-06,0.01510196587632094,0.015108045884763343
