time_hr,t=0.5,t=1,t=2.5,t=5,t=7.5,t=10,t=12
1e-05,20.0,20.0,20.0,20.0,20.0,20.0,20.0
0.2605310220440882,20.0,20.0,20.0,20.0,20.0,20.0,20.0
0.5210520440881763,20.0,20.0,20.0,20.0,20.0,20.0,20.0
0.7815730661322645,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1.0420940881763527,20.000000000000014,20.00000000000002,20.00000000000003,20.00000000000003,20.00000000000003,20.00000000000003,20.00000000000003
1.3026151102204409,20.000000000000362,20.000000000000497,20.000000000000554,20.000000000000554,20.000000000000554,20.000000000000554,20.000000000000554
1.5631361322645292,20.000000000002373,20.000000000003624,20.00000000000456,20.000000000004597,20.000000000004597,20.000000000004597,20.000000000004597
1.8236571543086173,20.00000000000859,20.00000000001411,20.000000000020265,20.000000000020947,20.000000000020947,20.000000000020947,20.000000000020947
2.0841781763527054,20.000000000021615,20.000000000037296,20.000000000060055,20.000000000065313,20.000000000065356,20.000000000065356,20.000000000065356
2.3446991983967935,20.000000000042945,20.000000000076646,20.000000000135245,20.000000000157655,20.00000000015848,20.00000000015848,20.00000000015848
2.6052202204408816,20.00000000007548,20.000000000135486,20.000000000253962,20.000000000318664,20.000000000324675,20.000000000324732,20.000000000324732
2.8657412424849698,20.000000000166416,20.00000000026013,20.000000000462784,20.00000000060573,20.00000000063045,20.000000000631445,20.000000000631445
3.1262622645290583,20.000000000777547,20.00000000091441,20.000000001221807,20.00000000148347,20.000000001553033,20.000000001559904,20.000000001559982
3.3867832865731464,20.00000000487867,20.000000005125216,20.00000000555213,20.000000005970236,20.00000000612126,20.00000000614847,20.000000006149655
3.6473043086172345,20.00000002632973,20.000000027296686,20.00000002785623,20.00000002846049,20.000000028733474,20.00000002880816,20.000000028815755
3.9078253306613226,20.000000115163765,20.000000120862424,20.00000012163393,20.00000012244351,20.000000122875676,20.00000012303505,20.00000012306323
4.16834635270541,20.00000041789228,20.000000447844812,20.000000449550534,20.000000450573808,20.000000451194083,20.000000451478627,20.000000451551905
4.428867374749498,20.000001295690765,20.000001424383896,20.000001431717266,20.00000143295304,20.00000143377971,20.000001434226128,20.000001434375932
4.6893883967935865,20.00000352047794,20.000003980927275,20.00000401666962,20.00000401810906,20.000004019149664,20.000004019786076,20.000004020044784
4.949909418837675,20.0000085566446,20.000009967797652,20.000010119568522,20.00001012119759,20.00001012245025,20.00001012329406,20.000010123689634
5.210430440881763,20.00001891730438,20.000022714376414,20.00002326134741,20.000023263158496,20.000023264613787,20.000023265671693,20.00002326622444
5.470951462925851,20.000038564405287,20.000047717650915,20.000049422114387,20.00004942422602,20.000049425868916,20.00004942713845,20.000049427859892
5.731472484969939,20.000073307941165,20.000093402595198,20.000098095867855,20.000098099435405,20.000098101247858,20.000098102718667,20.000098103611982
5.991993507014027,20.000131154516062,20.00017187256519,20.00018350576937,20.00018351783104,20.00018351979292,20.00018352145016,20.000183522511193
6.252514529058116,20.000222560073546,20.00029955899261,20.000325912932254,20.00032596567287,20.00032596776348,20.000325969589063,20.000325970808362
6.513035551102204,20.000360553548532,20.000497687417848,20.000552928862547,20.000553140152974,20.000553142351812,20.00055314432369,20.00055314568872
6.773556573146292,20.00056071409304,20.000792498056185,20.000900724500028,20.00090145514271,20.00090145742562,20.000901459524485,20.000901461021208
7.0340775951903804,20.000841000932397,20.001215187898623,20.001415020593782,20.001417223806925,20.001417226150366,20.001417228363792,20.001417229970883
7.294598617234469,20.00122144914647,20.00180157164192,20.002151748468833,20.002157652864298,20.002157655274374,20.002157657566798,20.00215765927161
7.555119639278557,20.00172375520914,20.002591485592895,20.00317728895756,20.0031915978661,20.00319160030611,20.003191602651057,20.00319160444468
7.815640661322645,20.0023707823948,20.003627978956914,20.00456822895015,20.004600045066724,20.0046000475569,20.004600049961326,20.00460005181266
8.076161683366733,20.003186018445945,20.00495634939943,20.006410615140602,20.006476303113345,20.00647630599942,20.00647630844587,20.006476310340062
8.336682705410821,20.004193016903308,20.006623084720047,20.00879872679505,20.00892590179874,20.00892590760565,20.008925910037284,20.00892591195411
8.59720372745491,20.00541485012134,20.008674771082,20.011833427542626,20.01206620633286,20.01206622846678,20.012066230864676,20.01206623280352
8.857724749498997,20.006873597187834,20.011157022220956,20.015620185619007,20.016025759777563,20.016025853892614,20.016025856343845,20.01602585831737
9.118245771543085,20.00858988447606,20.01411347504535,20.020266870131294,20.020943363585076,20.02094371851038,20.020943721091186,20.020943723067106
9.378766793587173,20.010582491066664,20.017584886642368,20.025881437522656,20.026966898759838,20.026968057364535,20.026968060007434,20.026968061917415
9.639287815631262,20.012868026150002,20.021608357086123,20.032569618701558,20.034251882902595,20.034255206686694,20.034255209253487,20.034255211132916
9.89980883767535,20.01546068109684,20.0262166925544,20.040432705698294,20.042959756822647,20.042968293552214,20.042968295919664,20.042968297878872
10.160329859719438,20.018372055263853,20.031437914511372,20.04956551983389,20.053255901977465,20.053275852562102,20.053275854075146,20.053275856176356
10.420850881763526,20.02161105170987,20.037294913535405,20.060054623730082,20.065307406033895,20.065350399580637,20.065350402501096,20.065350404715772
10.681371903807614,20.025183837133966,20.043805240871997,20.07197681962839,20.079280615773484,20.079367012798784,20.07936701646028,20.07936701861736
10.941892925851702,20.02909385885232,20.050981026559207,20.08539795729,20.095338538608196,20.095501912131688,20.095501921412435,20.095501923318565
11.20241394789579,20.033341911037056,20.058829010489376,20.100372058285963,20.113638172781094,20.11393109261124,20.113931131867275,20.11393113356344
11.462934969939878,20.03792624212722,20.067350671060083,20.11694074946206,20.134327856990566,20.134828992691254,20.134829155061837,20.134829156664708
11.723455991983966,20.042842695455477,20.07654243568132,20.135132987723978,20.157544733349916,20.158367193504603,20.15836777438345,20.158367775856107
11.983977014028055,20.048084875593688,20.08639595749274,20.154965050188522,20.1834124115514,20.184713125400293,20.184714924862263,20.184714925900316
12.244498036072143,20.053644333399802,20.09689844338468,20.176440759098526,20.212038909928168,20.214028742394675,20.214033669548115,20.21403366945107
12.505019058116233,20.059510763579567,20.10803301970735,20.19955190755624,20.243514932526416,20.246469123472778,20.246481281209775,20.246481279421104
12.76554008016032,20.065672209153746,20.119779122940102,20.2242788517314,20.27791252141097,20.28218097752037,20.28220843116413,20.282208428080345
