iteration,mean_residence_time_1,peclet_number_1,mean_residence_time_2,peclet_number_2,fractional_recovery,MSE,R2
54,20.157227505872058,62.30206827162529,27.791019533532435,46.78655119497724,0.5577962055312788,0.04476353209520354,-2.480931254638593
55,8.85911989734242,13.857172920993582,49.020296495669754,30.894717927596616,0.06453081805466532,0.024033210031531985,-0.8688863016914943
56,24.140678698126358,3.651409996419168,19.06369440694384,85.73737562279526,0.5584162147208058,0.020345278314277977,-0.5821029273978915
57,46.17417760369875,34.303585842530005,3.5947648976462907,83.69856901151203,0.5591351337037118,0.10814545741724875,-7.409678261542389
58,27.348925312973183,42.310945992026525,45.74740164362181,81.73421357477469,0.4558214441348685,0.026702184738487244,-1.0764328700793793
59,3.2067649229706423,93.76522779684102,31.39582847860895,3.491181844867979,0.3406194396847832,0.07060992114987809,-4.490815177306209
60,31.554677152244572,55.60050141429909,30.24405457970641,16.242056741074656,0.47333510663523864,0.03557237772681723,-1.766202657282172
61,35.14144005953653,93.65876068167951,33.08272254434801,61.77746596585682,0.3631087018459305,0.05292322100902193,-3.115450356210604
62,44.275227461048786,42.09530125893856,24.62305196507617,83.66785812190544,0.2537183449402472,0.04683797523810441,-2.642245468108983
63,47.14399782256726,38.190279496611666,6.075279179677414,86.84490378501347,0.4871495248262824,0.10499419294997561,-7.164627559278022
64,16.292712522362827,90.69332501330666,12.691645412220726,7.397561236339401,0.5086213630155332,0.025551837198319063,-0.9869787872837745
65,37.26484015679304,30.92384047515836,43.99634873173001,36.13384166454129,0.5456576119452438,0.03121516560124292,-1.4273742592293952
66,47.2869713889938,56.27270834668764,9.566892282819264,88.33005514526873,0.44191302135240496,0.05082938166490675,-2.9526278425711263
67,16.320071833810236,14.839147345702479,47.71465732802988,85.06943541520474,0.261357858585443,0.020080193865318337,-0.5614892559490039
68,28.58647306051535,85.49240397853245,20.09830753818957,60.240020215606656,0.5239348714893742,0.04115376050790215,-2.2002258198301954
69,47.803564725802424,24.218993340757436,12.765842736816406,83.13455054139723,0.5927810951714648,0.014729062865316533,-0.14537108399698218
70,5.425152344499659,20.249556767015143,24.87689949241424,56.13032114276117,0.26741501835115955,0.04501258854567845,-2.5002985463166407
71,31.433383144825775,90.22528193466721,2.488846551440223,59.426185292244554,0.9038992370656371,0.06344985072945122,-3.934029067155895
72,32.50353815823053,10.917055878787561,32.47321864335727,18.060919672836693,0.2758822873456441,0.026595641645652,-1.0681477959474428
73,28.09944268527762,16.26795606914494,11.676888703469862,59.405002581723345,0.7850693865099674,0.010748857462237605,0.16414026908374113
74,8.053084768782728,18.891250081795963,13.254762101437839,12.114926568261588,0.09096475477419932,0.024173476581346387,-0.8797938014882225
75,24.573805025167726,2.6420859091948703,21.27771236669616,69.34666264440797,0.31468847496538466,0.037021521447407967,-1.878891925384143
76,23.960621640956344,44.33280607930903,1.0558959659578506,12.33943229889432,0.19551002418595131,0.4131724425545205,-31.129387506431968
77,6.463319707157435,74.40305853687444,35.19389025252566,53.95668185461642,0.6758457409664447,0.1501300544392912,-10.67451213739942
78,34.474745658105455,72.39607370276711,4.351608872824162,16.146952949699696,0.8509105814369664,0.04538290870804307,-2.5290956265974427
79,10.956251699053551,17.18041139765938,34.016322536027346,31.685865876181673,0.5620533170218385,0.0074819738298142775,0.4181818249909909
80,36.74039354380188,35.043651632774306,41.01008547357554,58.582166595295,0.8787532805736156,0.035205934393313994,-1.7377070495197535
81,17.046787544202722,36.366059603750834,48.499783004644776,44.37662870583863,0.2795469989668154,0.018296154945511442,-0.42275764687401507
82,42.162888736001726,82.93974106353596,47.357462250822614,55.41007506285477,0.3527138850117207,0.036717311495334755,-1.855235750802307
83,12.095044176887265,34.11255002718009,30.10148708048346,73.92759617470111,0.7689459590892936,0.02676715493991225,-1.0814851256583062
84,8.27654839075717,8.378426398645264,26.27933422870628,82.63373181988007,0.2715834523177051,0.03202411104557501,-1.4902800074729483
85,12.864599350199276,21.581887863065216,34.21009811777224,16.528535023513562,0.7516794710129941,0.01284243773523561,0.001337901503046468
86,11.088916055073197,90.65314469636239,21.421577289612845,73.07027681237841,0.08197046777910717,0.059215410492502625,-3.604747737538186
87,16.656804086039955,84.09218765372782,49.981410335543785,83.29169355726556,0.30008422177169614,0.02668961639555748,-1.0754555223216062
88,19.32119034176913,84.17164813258874,35.453599993307904,35.88367230308637,0.37556418673387115,0.026521503862642105,-1.0623826448534701
89,44.97452570688043,11.784550070368512,39.65460155896467,25.83760633256715,0.10673495604635065,0.029481997075788333,-1.2925984672525779
90,45.86551340051913,45.87577060948843,42.05294655750691,26.04270732372595,0.022152818700976434,0.029813564406924783,-1.3183820243569477
91,1.7410889938521192,69.48852473820489,20.763696429905046,50.81857229233804,0.8574480936241817,0.6272764488451134,-47.77868420748743
92,19.10688350004507,40.76511451621658,40.869040306035515,50.02460958833865,0.03549705406254541,0.033199917000097036,-1.5817138042470966
93,6.811216739027005,22.086995756223157,4.407252826770151,1.0432734821367398,0.9272434587777788,0.16764173981913455,-12.03626734542122
94,18.947714832009293,26.06542095467261,37.4338806763553,28.005703720910464,0.36578463869520306,0.017777843120860483,-0.38245234151430685
95,35.151942374259924,56.068612151161986,38.37822891703817,30.953440526225837,0.2798704623842983,0.03574986071278389,-1.780004206089893
96,35.94359298053742,10.354703653394912,25.79184931794274,82.86270569132073,0.44418794728528993,0.040181193902431675,-2.1245964551277012
97,27.992330405015142,98.03025523875003,21.794485991059908,65.17957995220091,0.5066086158455505,0.052088872792343796,-3.0505692208589537
98,38.09049284505077,22.983438747464078,11.362431564787858,52.36277052619932,0.2140170748428703,0.04971715481412022,-2.86613812592149
99,23.974019693942985,26.77205217308058,22.164288751854865,66.05468971160782,0.012594160280375804,0.07195176178816802,-4.595160272475055
100,29.188355794936818,33.894671605514795,34.134248826044,54.78895873226433,0.07619230698386241,0.04576751752986987,-2.5590038310228502
101,1.1271362376850436,61.44776182456857,20.015899869082062,8.950520825235742,0.030735969081596662,0.009452662304399524,0.26493585034917133
102,38.38452829151758,87.83590556410373,9.928112131151744,20.23803034126427,0.8042427843871609,0.02135610179757541,-0.6607072486219021
103,42.521999339846026,98.13691603905545,42.248322445155694,35.40556992863802,0.7321228025551899,0.037764624555094,-1.9366775984955047
104,47.661975587366314,18.942409150269302,41.61978358014868,74.7992947003661,0.4173243071961392,0.032171682460392065,-1.5017555529914612
105,47.642061483801186,32.916192322045106,7.383459070820052,71.29844655968553,0.7635285087640772,0.02273727525327418,-0.7681109682344167
106,29.140798625528927,93.74520009873308,32.60704252936121,2.9796335899125177,0.7396830022373447,0.041436671957465906,-2.222225766237175
107,1.3941003462148926,60.010076819657705,48.56278139981648,5.708854965375005,0.8561839971819266,0.6351427330390065,-48.39038737805395
108,20.19275938687377,31.27508850841659,23.182283899824945,40.424366825678725,0.07553276355444731,0.05040543680664355,-2.919660763381908
109,43.33779461093321,21.1127681777213,7.355802232076313,63.37379412419445,0.8890301938092092,0.018721645918632266,-0.4558449560647384
110,33.999626310199254,34.87876945229082,34.545375000697526,55.130229574620046,0.7946174773490672,0.039684648364342164,-2.0859837540742845
111,44.18781310236764,88.2146244675922,16.751327415313746,40.04659971169035,0.7064089498443039,0.021205749128254344,-0.6490154253594989
112,24.40107039150405,68.51517180199602,10.082653649727789,2.0232186165172754,0.5947484852321605,0.030159308941067785,-1.3452680384556386
113,29.14517504771621,69.421835913103,20.289171875610453,60.63406045131339,0.509507153079076,0.04000302563090114,-2.1107416166927777
114,44.151458048308534,67.17343791505812,40.83645385116897,48.781482480505915,0.22325588538265168,0.03543279349573036,-1.7553482164035659
115,5.721006743351309,58.41525439058902,23.24304665224571,79.70789297612772,0.14257501419655935,0.06130251007391606,-3.7670461493130603
116,25.906354499920038,42.914699036584466,23.56481758037168,20.79015902821221,0.4281625215731556,0.03788125439095337,-1.9457470445794907
117,12.516403207134157,85.9081300543707,1.2090605110896728,32.91799520406131,0.41437265537565793,0.27740103788482046,-20.57144214600354
118,15.194511252317385,1.045202689332611,5.136973615315349,95.64171960757106,0.8112780755597059,0.084096663537567,-5.539580118390827
119,23.45996898859372,44.27959828997209,11.89944277562619,19.244128550015393,0.7318883388377488,0.021180931231156462,-0.6470855197055239
120,48.73547372386625,77.24035938833234,16.721812367275692,22.80915646505966,0.7512995647789684,0.02211078811642047,-0.7193936630256799
121,14.633189235488405,64.16014709783556,36.56918181467502,49.844028720774965,0.9110400572325917,0.054438276989649724,-3.233265136873534
122,17.493056964401624,65.57726956988652,44.8576493472641,65.43605179552277,0.918514423677666,0.056013474954210364,-3.3557567180879166
123,6.10360310966436,25.69274429047874,12.676758504149092,27.641499753461293,0.16509648572192928,0.03341695674680814,-1.598591391927593
124,17.91212646199168,19.443370725684318,18.573695360090863,57.6749001305365,0.18516378304285933,0.052946466849318086,-3.117258014548537
125,14.699968047037538,29.615955150871596,2.1017837085977003,80.15967379776924,0.5465573085941207,0.18089437029170577,-13.066827121625565
126,33.55051151960427,53.476357047813416,39.03334946915668,30.428486240888642,0.533126139267645,0.03852748278267184,-1.9959994822464617
127,40.8631659296714,78.02884702471819,13.167248272695371,42.798805582518824,0.055295229520800016,0.04829873417593459,-2.755837966381268
128,5.544613752239922,16.48216065427841,11.276652665939078,87.99646214686416,0.38948843680683004,0.07422424332129907,-4.771874477632974
129,38.151168091880336,41.43012559637577,28.903798993904058,79.3556390560928,0.8785558673584892,0.03617685802131745,-1.813208651926737
130,32.07900391931165,31.84476442000692,6.8090215944207815,32.760446212098,0.7171403823045649,0.026027377958132383,-1.0239581009395469
131,20.71946222627043,7.369727192444969,30.959771482760047,23.610930084097877,0.9783866278591298,0.006889685093942238,0.46423977162671404
132,5.941292527005334,7.108059442450702,13.722518986973151,29.98375565613412,0.020272195441388502,0.037715634056727725,-1.9328679671067035
133,26.345523493593866,79.81860127918917,3.7220851713402943,93.69134366904458,0.6683139156801605,0.08623352221358946,-5.705747929641566
134,30.739998749268786,80.56972450695268,40.94038452358195,47.78094755675498,0.6976696833478025,0.04671372363649907,-2.632583333258966
135,1.6454815752206655,42.81525892787679,13.744636007399837,94.27284022922947,0.3598830393889523,0.14071690447990493,-9.942520572736035
136,15.168644082715431,66.45627090143581,8.160700852330828,90.20389799380737,0.7177377524467602,0.03642221835226462,-1.832288523524582
137,29.66475361830101,17.870919335310784,22.648888960564758,36.161561457791755,0.5765389802385166,0.033340024709192825,-1.5926089521672848
138,9.398327594896793,55.78559807164366,27.369688650826035,76.06274139034844,0.9615740647666773,0.1526355450355655,-10.869345746736267
139,19.011864721174376,43.4220211945734,16.847984937818296,94.74938440815069,0.2393267216864096,0.07260904595706608,-4.646272436766075
140,15.678342382263217,70.18054807340671,16.074800430117207,59.77643253575719,0.7101095164752903,0.06851776106092591,-4.328123247012322
141,48.50697946813707,43.21318360185607,40.54553939494548,54.662367333991305,0.9905972779261126,0.03431298017837262,-1.6682685559455668
142,42.0551836772442,31.895722316365656,16.254562961665044,39.354667211242585,0.4414491240256778,0.015409517484248984,-0.19828504407876424
143,1.2044541650872311,5.267251987730238,15.306054246241597,57.17129556427483,0.37113987947924426,0.09273320469343403,-6.21118051796366
144,5.714190842877645,80.06943481932382,37.418456510930085,72.22310473422512,0.08336374322513465,0.03921952215049985,-2.04981430319914
145,10.00184787340126,1.972833553923925,1.6117838771292574,81.98531413631164,0.49525308582460337,0.2818881743719416,-20.92037380779979
146,43.592014864728384,45.64663736323473,40.88386515536685,42.6943639477623,0.4180979760611128,0.03400772528906136,-1.6445311242662495
147,22.569251821555476,11.046398103241518,26.49716905710495,62.1193417238099,0.499887651442366,0.029694452293359104,-1.3091195497596568
148,7.469618581716859,4.81578280874838,37.53687677898907,4.146825245786404,0.36456293422089237,0.010920736701679448,0.1507744825027325
149,21.68057292877258,67.48604393017058,27.837298079055504,63.310329653935035,0.6529871831651819,0.05524988832401044,-3.296378191812688
150,30.388004103860727,99.38022408836152,35.187403160940825,57.14338091957123,0.9022558653286626,0.0666569802102366,-4.183423981381952
151,16.342271080508127,48.408457573758845,24.85168110692843,45.49553888030803,0.045004843642708146,0.04991048286298107,-2.8811718289422155
152,38.79334137462903,45.00128010452427,17.68042601711154,25.102180019686394,0.835683444671763,0.02453671883988073,-0.9080404851513553
153,24.128336529064445,52.46361114745781,13.012832160582295,84.89365882744686,0.5664217084013339,0.023338670541917902,-0.8148770646224328
154,35.41407046314257,40.55307263970591,15.489811202737714,47.79349212881001,0.4472519655073478,0.01779465423661968,-0.38375961856623997
155,3.087197274733601,88.36078062386854,29.681081072544156,41.78457040467901,0.7996990204023334,0.41610037072923967,-31.357070984872422
156,14.179594242929376,14.150451566676049,8.35157424758507,32.26511604175317,0.4130288112297352,0.06493563330944425,-4.049567470365357
157,48.29352700166545,3.6860504767963684,31.30847905495231,62.151834832037835,0.5617339760894592,0.02364904984209493,-0.8390129841133531
158,39.09792013966677,73.06526530296593,5.05813677119951,58.85094477414266,0.26951027853462,0.2657679943020202,-19.666825751841
159,29.025887302253594,13.64258425928052,4.430327807656411,31.021262887192716,0.6309297543546686,0.0608446872585746,-3.731444630120621
160,45.47828477454175,30.330795506639486,11.744817887758021,88.56945932485054,0.23497673840502992,0.06212552042577123,-3.8310456221556137
161,16.38018935465583,6.784224352285962,6.8411207571792625,13.864309848035226,0.8317021492847746,0.012834757484785705,0.0019351381951301372
162,43.13042940091069,41.754191712135835,5.811201659377997,88.49068825365617,0.5182197262972157,0.10414947599015661,-7.098940122895577
163,24.070800383701908,41.52906561330375,12.569462051748877,39.34212053106169,0.20939502051030373,0.030204784671044083,-1.3488043521108106
164,11.776081532697185,24.98314515248133,44.594652530924634,13.509622350226875,0.7242814484727336,0.017368646446972974,-0.3506321203485645
165,48.45498562430806,74.17900251994595,38.366772416788805,44.259478389512516,0.10277173465485553,0.03515072523947511,-1.7334138389497924
166,20.40587376082638,61.85269152029428,33.092227007694106,32.14341883760767,0.9593174190851849,0.06412816755074228,-3.9867767864099832
167,10.457779629537251,31.820139685527383,29.82118210819581,91.37786370927802,0.6328295184401747,0.025677102496687455,-0.9967197498888878
168,14.852918802347178,25.735427521938693,7.952898628794748,18.548048926837986,0.6840796677291879,0.020789324641239084,-0.616633150230598
169,36.13755572291307,2.1048234254766975,18.10010054253062,13.232159467228646,0.677097731113898,0.0030034144736229766,0.7664465062847807
170,21.903686492579332,85.6080502792019,37.836953075965745,3.7241142083495755,0.2718284601693295,0.016955236709961085,-0.3184842801943062
171,38.383953147283094,50.423001972563874,21.252538422645813,97.01664462928888,0.38383012511479137,0.041196376938394265,-2.2035397867563447
172,4.551062038320408,53.243413269943886,16.875135713442823,38.61105448642525,0.514225205403241,0.1378111698100813,-9.716562920235242
173,33.05440644801727,3.738119033441033,4.35836770123205,7.264362681397282,0.48081714849171187,0.0605309043540951,-3.707044037311034
174,29.719327227018127,90.89213268026066,14.353901141428121,99.15717701746527,0.7721765390629329,0.03860316956672519,-2.001885087779422
175,37.91996492352726,21.643505893590575,29.885526380473152,27.61456945217695,0.8682282657123626,0.029267915347224595,-1.2759509029267857
176,32.71867588730185,29.031286782241434,43.261458492617464,23.71406409067421,0.7709305007762866,0.032205566081935075,-1.5043904334785183
177,26.367949911193886,22.51274538657015,33.232550338175066,74.49914466256838,0.1480141013496295,0.04912682528064558,-2.8202325320725117
178,38.58015720283328,37.039664053757114,2.25929088665115,43.35318771118456,0.6534620618276177,0.10910857039501384,-7.484572487023085
179,38.823547349776405,76.66369768892407,49.81144592330559,59.96330335612448,0.4349524460484872,0.03377633114916743,-1.6265373008122843
180,34.661811121227366,74.78185787075861,20.62489816319288,72.80843316138805,0.7047871304531796,0.03346894669143846,-1.6026342682315837
181,48.63113578183238,59.73901966534557,10.382856316840922,99.11042814327746,0.266129138126224,0.09370461250008218,-6.2867197713891905
182,32.83576688290874,6.775497364540084,23.04648328184613,35.57273549619448,0.4319269972694309,0.028506191106824456,-1.216717201033346
183,19.298377518728266,1.4715031582898341,12.577539104047332,51.37429978556674,0.11918255939742962,0.05461288871784978,-3.246843409044401
184,11.663476079562729,6.121456230832148,22.364762031794584,40.79365969712468,0.8101315045987858,0.01763991740605099,-0.37172687127041226
185,40.58687277591142,96.04046938170345,14.607566489598183,57.88576558333837,0.11788941305750332,0.046778084936938066,-2.637588239078525
186,31.587820365089023,18.457435854632845,30.291501476991062,33.51822833079523,0.3452030923941573,0.03633213218850181,-1.82528318394625
187,37.455402489406374,39.21685613658032,16.788081264137777,80.43136239406348,0.8920270040864321,0.02852354923971853,-1.2180670155918722
188,42.10087288956588,16.160933780836366,48.06111660077516,20.279553135443468,0.8160812136398161,0.025619394714024524,-0.9922322392992393
189,21.551328390040318,67.80430627922694,36.74013082636402,53.39879107983604,0.7696112423001071,0.0473853760176518,-2.6848128079312183
190,8.050004079020141,57.41546709104408,36.47650604542631,46.834776279227164,0.1320143672052752,0.02495476994717158,-0.9405492505970767
191,22.037521950907408,49.2429552531724,2.2044361804980603,87.29466800909967,0.8512052718911253,0.0637672719111959,-3.958712582077581
192,21.02861473584107,56.3356323292844,24.294734268027092,13.732402283364875,0.6573724587034451,0.04617507570134058,-2.5906966378848844
193,10.875843035137597,89.87577636141295,47.47491414373139,70.90070547824375,0.14576095986217652,0.024087384599328975,-0.8730990601005046
194,29.991339076326856,63.92990460372509,18.357155279299718,73.57067696384779,0.4403121998507462,0.034104329107154364,-1.6520432939717629
195,48.644508809764716,75.75403742950876,34.52274053828029,25.379316143248737,0.3364557160798149,0.02779564272205789,-1.1614630697193449
196,20.51451851945471,96.90004323262883,29.15231343803515,38.34276440100144,0.09750392468969923,0.041742369080987406,-2.245997587224311
197,7.984309206735769,37.33829742776275,27.62909465905545,67.9840292966581,0.04478022754562937,0.051624079639831615,-3.014425669718247
198,16.017161914262175,86.81768024611208,14.949000507750192,53.36285167504092,0.9838014710447991,0.08079113390910507,-5.2825333470954945
199,2.4553838774690737,85.53965651542822,17.550660538476038,57.05780269608815,0.35067133313636983,0.13059118380765766,-9.155117615149889
200,15.73556193184702,45.531661372038016,25.372222748393032,79.98428344897485,0.44493355412510294,0.029218379795121117,-1.2720988867104142
201,30.086906251723217,65.03302721092038,19.25582260201545,34.049197051838696,0.32005266370534796,0.029433107960444547,-1.288796719677121
202,16.56908778055314,89.60235633739288,49.88527256535539,39.80357398616919,0.6525871606935105,0.03631762649871577,-1.82415518294671
203,40.93817466265818,94.24775242176467,27.929594968905647,42.18005098698804,0.12818668956596785,0.04050098224087914,-2.1494640464474224
204,35.736669875818585,38.252408594802276,48.04712804569248,12.436238542632555,0.17402598273519745,0.024590829464892675,-0.912248271199416
205,48.43710962916077,59.31297362760038,43.01613716663114,76.34829676702464,0.21597871686429357,0.0378728918288592,-1.9450967495200993
206,16.427688932831956,56.28949915316639,3.767081593842776,62.037154584871914,0.36545305640458764,0.19043375670946072,-13.808635168877407
207,27.477769743375593,51.15855434649069,13.602683445159157,6.132802289850659,0.28392631432770427,0.007092059273085508,0.44850261746708686
208,28.90655838393132,15.196351831528638,11.722262243623023,13.47113599629311,0.7231028727213853,0.006689513265337798,0.4798056651537357
209,37.7412863518277,52.65464202417968,11.760136299426069,67.3493723813685,0.04624352825319245,0.09121099828282939,-6.0928097008571
210,23.817687978616515,92.17352190581465,2.600054414713097,57.94897323678823,0.6238392586902364,0.142238196888143,-10.060820314588794
211,42.44077165269053,69.89333290391913,18.963891647369916,97.68801986082005,0.5831601449338173,0.026319161069632762,-1.0466479313630535
212,37.892915826206384,23.570617486136282,37.774546981445845,26.41634608244349,0.12270791792784591,0.03139769596696137,-1.4415683057045183
213,18.86864671467007,79.93143612696831,4.861896044350081,60.46784142192395,0.5612536078031751,0.1186096931390568,-8.223405049287322
214,11.33383904004629,94.22483363433773,17.844613896940256,1.2774562698082175,0.9132023884373596,0.12040104722644486,-8.36270550523999
215,35.5705886760777,17.3143568384421,9.521901986493697,93.05546839414774,0.15799648396716984,0.14259181737421636,-10.08831878364694
216,11.393171046428634,37.72259098518558,43.20002989998547,26.0734269127602,0.5080858356502921,0.010526753379331259,0.18141167300975936
217,28.144061333322668,86.47281678181754,4.655040841645266,98.98660473629316,0.8943204684156306,0.06011747781126823,-3.6748948902919265
218,26.70432164476647,72.49118858443887,41.44660456224069,76.65931806397964,0.6020571429095931,0.034916591827741046,-1.715207002435486
219,47.320987815966774,91.20186099859049,9.938022003173469,5.950532139966217,0.2719665225204228,0.02357174453993697,-0.833001518309926
220,10.264927414500214,77.63918138886754,11.49545561494877,74.23937031010358,0.6186226668200541,0.1403457479637307,-9.913658455359643
221,10.583959097544723,57.56745792369149,2.4473446465650848,60.8095026366218,0.02697426961612341,0.7418916286776456,-56.69146528308611
222,14.513044215694675,53.11200978661897,49.94397569138935,6.3976526223604,0.4156219409993093,0.011241219221944538,0.1258529097594674
223,13.287232555569972,81.1045448914628,33.28890458150126,64.48956228176166,0.6463737546947362,0.032342269946683586,-1.5150208894135178
224,33.96870676332395,87.25638665160481,30.22368956101638,25.353374126381876,0.7442044177880129,0.04944866455017281,-2.8452596092451694
